"","Lot_Frontage","Lot_Area","Year_Built","Year_Remod_Add","Mas_Vnr_Area","BsmtFin_SF_1","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Fireplaces","Garage_Cars","Garage_Area","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Misc_Val","Mo_Sold","Year_Sold","Sale_Price","Overall_Qual","Overall_Cond"
"760",86,5160,1923,1950,0,2,63,46,858,892,0,0,892,1,0,1,0,1,1,5,0,0,0,0,0,105,0,160,0,0,7,2009,70000,3,2
"761",60,10320,1915,1965,0,6,262,160,698,754,649,0,1403,1,0,1,1,3,1,7,0,1,308,0,0,288,0,0,0,0,2,2009,116000,2,2
"762",50,4280,1946,2001,0,7,0,560,560,704,0,0,704,0,1,1,0,2,1,4,0,1,220,0,0,24,0,0,0,0,9,2009,88750,3,2
"763",60,10800,1987,1988,0,3,0,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,0,0,120,0,0,0,0,0,0,3,2009,179000,1,1
"764",60,10800,1987,1988,0,3,0,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,0,0,120,0,0,0,0,0,0,3,2009,179000,1,1
"765",0,10547,1978,1978,0,3,0,0,1152,1152,0,0,1152,2,0,2,0,2,2,6,0,1,252,0,0,0,0,0,0,0,7,2009,159900,1,1
"766",0,10020,1922,1950,0,2,0,333,683,904,0,0,904,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,3,2009,61000,3,3
"767",54,6629,1925,1950,0,2,0,121,672,697,672,0,1369,1,0,2,0,3,1,6,0,1,300,147,0,0,0,0,0,0,7,2009,103600,2,2
"768",60,9780,1934,1950,0,7,0,585,585,687,425,0,1112,1,0,2,0,4,1,6,0,1,226,0,0,0,0,0,0,0,3,2009,63000,1,3
"769",70,12886,1963,1999,0,1,0,76,520,1464,0,0,1464,0,1,2,0,3,1,6,1,2,480,302,0,0,0,100,0,0,10,2009,175000,1,2
"770",80,8816,1963,1963,0,6,0,470,1121,1121,0,0,1121,1,0,1,0,3,1,5,0,2,480,0,80,0,0,0,0,0,6,2009,139000,1,2
"771",70,11184,1978,1978,92,4,500,192,918,918,765,0,1683,0,0,2,1,3,1,7,1,2,440,243,0,0,0,0,0,0,7,2009,172500,2,1
"772",75,11625,1967,1967,172,2,0,525,1052,1052,0,0,1052,0,0,1,1,3,1,6,1,1,668,0,215,0,0,0,0,0,4,2009,113500,1,2
"773",65,7800,1967,2004,89,1,0,414,864,899,0,0,899,0,0,1,0,3,1,5,0,1,288,64,0,0,0,0,0,0,6,2009,130000,1,2
"774",0,8014,1978,1978,23,3,0,0,456,1034,0,0,1034,0,1,1,0,3,1,5,1,2,504,0,0,0,0,0,0,0,6,2009,149900,2,1
"775",0,7252,1982,1982,0,3,0,173,858,858,0,0,858,1,0,1,0,2,1,5,0,2,576,120,0,0,0,0,0,0,4,2009,134900,1,1
"776",74,8740,1982,1982,0,1,0,168,840,860,0,0,860,1,0,1,0,2,1,4,0,2,528,0,0,0,0,0,0,0,7,2009,137000,1,2
"777",0,11616,1962,1962,116,4,670,252,1092,1092,0,0,1092,0,1,1,0,3,1,6,1,1,288,0,20,144,0,0,0,0,9,2009,139000,1,1
"778",88,15400,1961,1961,0,7,0,552,552,904,611,259,1774,0,0,2,0,4,1,8,1,1,384,290,40,0,0,0,0,0,7,2009,165000,1,1
"779",88,15312,1960,1960,54,2,0,550,1138,1138,0,0,1138,0,1,1,0,3,1,6,1,2,480,0,0,0,0,140,0,0,3,2009,148000,2,1
"780",0,15584,1956,1956,366,7,0,825,825,2071,0,0,2071,0,1,1,1,4,1,9,1,1,336,131,28,0,0,0,0,0,10,2009,165000,1,1
"781",0,9000,1947,1950,0,5,0,0,0,660,0,0,660,0,0,1,0,2,1,5,0,0,0,0,0,100,0,0,0,0,6,2009,63900,3,3
"782",0,11250,1957,1989,0,7,0,1104,1104,1104,684,0,1788,1,0,1,0,5,1,8,2,1,304,120,0,0,0,0,0,0,11,2009,161500,3,1
"783",65,25095,1968,2003,0,3,0,113,1437,1473,0,0,1473,2,0,1,0,1,1,5,2,1,452,0,48,0,0,60,0,0,6,2009,143000,1,2
"784",0,17140,1956,1956,0,1,0,75,1134,1229,0,0,1229,0,0,1,0,3,1,6,0,1,284,0,0,0,0,0,0,0,4,2009,135000,3,2
"785",0,12342,1940,1950,0,2,0,599,861,861,0,0,861,0,0,1,0,1,1,4,0,2,539,158,0,0,0,0,0,0,3,2009,82500,3,1
"786",0,10708,1955,1993,0,4,768,470,1617,1867,0,0,1867,1,0,1,0,2,1,7,3,1,303,476,0,0,0,142,0,0,11,2009,190000,1,1
"787",0,13680,1955,1955,0,5,0,0,0,1733,0,0,1733,0,0,2,0,4,1,8,1,2,452,0,0,0,0,0,0,0,6,2009,139600,3,1
"788",0,15635,1954,1954,0,5,0,0,0,1383,0,0,1383,0,0,1,0,2,1,6,0,2,498,0,0,90,0,110,0,0,10,2009,122000,3,1
"789",73,9855,1956,1956,0,7,0,1436,1436,1689,0,0,1689,0,0,1,0,3,1,7,1,2,480,0,0,0,0,0,0,0,11,2009,127500,2,1
"790",68,9571,1956,1956,0,6,0,816,1073,1073,0,0,1073,1,0,1,0,2,1,5,0,1,340,0,0,0,0,0,0,0,2,2009,121500,1,1
"791",68,9571,1958,1958,0,7,0,1276,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,1,350,0,0,0,0,0,0,0,6,2009,60000,1,3
"792",50,9350,1946,1950,0,2,0,405,747,892,747,0,1639,0,0,1,1,3,1,6,1,1,240,0,50,0,0,0,0,0,7,2009,154400,2,2
"793",50,9340,1941,1950,0,6,0,328,672,672,0,0,672,1,0,1,0,2,1,4,0,1,234,0,113,0,0,0,0,0,8,2009,113000,3,2
"794",62,7440,1954,1954,0,2,0,916,1089,1089,0,0,1089,1,0,1,0,3,1,5,1,1,252,328,0,0,0,0,0,0,9,2009,125000,1,2
"795",0,11500,1957,1957,0,5,0,0,0,845,0,0,845,0,0,1,0,3,1,5,0,1,290,186,0,0,0,0,0,0,1,2009,84000,3,3
"796",42,4235,1984,1984,149,3,393,104,1049,1049,0,0,1049,1,0,2,0,2,1,5,0,1,266,0,105,0,0,0,0,0,2,2009,139500,1,1
"797",60,11409,1949,2008,0,4,0,476,768,1148,568,0,1716,0,0,1,1,3,1,8,1,1,281,0,0,0,0,160,0,0,1,2009,131000,1,3
"798",60,9060,1939,1950,0,6,0,356,560,698,560,0,1258,0,0,1,0,2,1,6,0,1,280,0,0,0,0,0,0,0,10,2009,105000,2,1
"799",60,9084,1940,1950,0,7,0,755,755,755,755,0,1510,1,0,1,0,4,1,7,1,1,296,120,0,0,0,0,0,0,10,2009,108000,3,1
"800",74,10778,1990,1991,0,3,286,308,1054,1061,0,0,1061,1,0,1,1,1,1,4,0,2,462,114,36,0,0,0,0,0,7,2009,162000,2,2
"801",66,19255,1983,1983,100,6,450,0,520,1338,0,0,1338,0,0,1,1,2,1,5,1,2,576,0,0,0,0,0,0,600,9,2009,156500,2,1
"802",79,12327,1983,2009,0,3,0,55,1496,1496,636,0,2132,1,0,1,1,1,1,5,1,2,612,349,40,0,0,0,0,0,9,2009,316600,2,2
"803",90,14684,1990,1991,234,1,177,1496,2158,2196,0,0,2196,0,0,2,0,3,1,7,1,3,701,84,70,0,0,0,0,0,6,2009,271900,2,2
"804",75,9317,1993,1993,137,1,0,227,740,1006,769,0,1775,1,0,2,1,3,1,7,1,2,425,234,72,192,0,0,0,0,7,2009,213000,2,1
"805",85,10560,1993,1994,0,3,0,605,1079,1079,800,0,1879,1,0,2,1,3,1,8,1,2,473,400,100,144,0,0,0,0,8,2009,239900,2,1
"806",80,9828,1995,1995,0,3,0,544,1128,1142,878,0,2020,0,0,2,1,3,1,8,1,2,466,0,155,0,0,0,0,0,6,2009,239500,2,1
"807",120,26400,1880,2007,0,5,0,0,0,1288,728,0,2016,0,0,1,0,4,1,7,1,2,576,0,0,0,0,0,0,0,6,2009,131000,1,2
"808",64,7018,1979,1979,0,5,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,410,0,0,0,0,0,0,0,6,2009,118964,1,1
"809",64,7018,1979,1979,275,3,0,0,1086,1224,0,0,1224,2,0,0,2,2,2,6,2,2,528,120,0,0,0,0,0,0,6,2009,153337,1,1
"810",64,7018,1979,1979,0,5,0,0,0,1114,1114,0,2228,0,0,2,0,6,2,8,0,2,720,73,0,0,0,0,0,0,6,2009,147983,1,1
"811",64,7018,1979,1979,0,5,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,400,0,0,0,0,0,0,0,6,2009,118858,1,1
"812",64,7018,1979,1979,0,5,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,400,0,0,0,0,0,0,0,6,2009,118858,1,1
"813",64,7018,1979,1979,0,5,0,0,0,1120,1120,0,2240,0,0,2,0,6,2,12,0,2,528,154,0,0,0,0,0,0,6,2009,142953,1,1
"814",64,7040,1979,1979,216,3,0,0,1094,1229,0,0,1229,2,0,0,2,2,2,6,2,2,672,120,0,0,0,0,0,0,6,2009,148325,1,1
"815",64,7007,1979,1979,0,5,0,0,0,1513,0,0,1513,0,0,2,0,4,2,8,0,2,400,0,0,0,0,0,0,0,6,2009,113722,1,1
"816",0,11855,2000,2000,23,3,0,348,1168,1168,1619,0,2787,2,0,4,2,6,2,8,2,4,820,312,0,0,0,0,0,0,10,2009,269500,2,1
"817",0,7939,2000,2000,23,3,0,348,1168,1168,1619,0,2787,2,0,4,2,6,2,8,2,4,820,312,0,0,0,0,0,0,10,2009,269500,2,1
"818",0,7976,2000,2000,23,3,0,348,1168,1168,1619,0,2787,2,0,4,2,6,2,8,2,4,820,312,0,0,0,0,0,0,10,2009,269500,2,1
"819",84,10933,2009,2009,242,3,0,534,1555,1680,0,0,1680,1,0,1,1,1,1,8,1,3,1138,185,24,0,0,0,0,0,7,2009,323262,2,1
"820",79,10637,2007,2008,336,3,0,417,1705,1718,0,0,1718,1,0,2,0,3,1,7,1,3,826,208,44,0,0,0,0,0,9,2009,297000,2,1
"821",61,10226,2008,2008,270,7,0,1622,1622,1630,0,0,1630,1,0,2,0,3,1,8,1,3,860,172,42,0,0,0,0,0,1,2009,295493,2,1
"822",65,10816,2008,2008,364,3,0,616,1720,1720,0,0,1720,1,0,2,0,3,1,8,1,3,846,208,104,0,0,0,0,0,11,2009,332000,2,1
"823",71,9178,2008,2008,0,7,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,3,904,192,142,0,0,0,0,0,6,2009,239900,2,1
"824",68,10769,2007,2007,0,3,0,846,866,866,902,0,1768,0,0,2,1,3,1,7,0,2,578,144,105,0,0,0,0,0,4,2009,212000,2,1
"825",77,11422,2007,2008,352,3,0,479,1838,1838,0,0,1838,1,0,2,0,3,1,7,2,2,524,154,222,0,0,0,0,0,4,2009,272500,2,1
"826",122,11923,2007,2007,0,7,0,1800,1800,1800,0,0,1800,0,0,2,0,2,1,7,0,2,702,288,136,0,0,0,0,0,5,2009,239000,2,1
"827",68,8814,2006,2006,180,3,0,270,1604,1604,0,0,1604,1,0,2,1,3,1,8,1,2,660,123,110,0,0,0,0,0,3,2009,220000,2,1
"828",64,6762,2007,2007,0,3,0,380,1282,1290,0,0,1290,1,0,2,0,2,1,6,1,2,662,168,0,0,0,0,0,0,5,2009,200000,2,1
"829",95,10324,2008,2008,140,3,0,382,1254,1254,0,0,1254,1,0,2,0,2,1,5,0,3,810,168,92,0,0,0,0,0,3,2009,221800,2,1
"830",64,7314,2007,2007,82,3,0,508,1232,1232,0,0,1232,1,0,2,0,2,1,6,0,2,632,132,0,0,0,0,0,0,2,2009,194500,2,1
"831",78,11645,2005,2006,76,3,0,1474,1498,1498,0,0,1498,0,0,2,0,3,1,7,1,3,844,144,98,0,0,0,0,0,3,2009,237000,2,1
"832",79,11646,2005,2006,0,7,0,704,704,704,718,0,1422,0,0,2,1,3,1,7,1,2,440,36,28,0,0,0,0,0,7,2009,173000,2,1
"833",0,12800,1989,1989,145,3,0,0,1518,1644,0,0,1644,1,1,2,0,2,1,5,1,2,569,80,0,0,0,396,0,0,8,2009,275000,2,1
"834",0,16698,1992,1993,0,3,0,649,1449,944,815,0,1759,1,0,2,1,3,1,7,1,2,525,150,193,0,0,0,0,0,6,2009,233500,2,1
"835",0,28698,1967,1967,0,4,764,0,1013,1160,966,0,2126,0,1,2,1,3,1,7,0,2,538,486,0,0,0,225,0,0,6,2009,185000,1,1
"836",82,12464,1996,1996,0,3,0,308,1040,1040,0,0,1040,1,0,1,0,3,1,6,0,2,576,168,0,0,0,0,0,0,11,2009,152000,1,1
"837",65,9757,1994,1994,0,1,0,235,990,990,0,0,990,1,0,1,0,3,1,5,0,1,440,66,0,0,0,92,0,0,10,2009,143000,1,2
"838",65,15426,1997,1997,0,3,0,107,928,928,836,0,1764,1,0,2,1,3,1,7,0,2,470,276,99,0,0,0,0,0,8,2009,231500,2,1
"839",43,10667,1996,1996,0,3,344,70,799,827,834,0,1661,1,0,2,1,3,1,6,1,2,550,158,61,0,0,0,0,0,4,2009,212000,2,2
"840",65,14753,1998,1998,0,3,0,513,1463,1463,0,0,1463,1,0,2,0,3,1,5,0,2,539,0,81,0,0,0,0,0,12,2009,207000,2,1
"841",112,10859,1994,1995,0,7,0,1097,1097,1097,0,0,1097,0,0,1,1,3,1,6,0,2,672,392,64,0,0,0,0,0,6,2009,145000,1,1
"842",60,8072,1994,1995,0,1,0,244,990,990,0,0,990,1,0,1,0,3,1,5,0,2,480,0,64,0,0,0,0,0,5,2009,138000,1,1
"843",80,10400,1998,1998,0,7,0,866,866,866,913,0,1779,0,0,2,1,3,1,6,0,2,546,198,36,0,0,0,0,0,3,2009,197900,2,1
"844",78,10335,1999,1999,183,3,0,811,1490,1501,0,0,1501,1,0,2,0,3,1,6,0,2,577,144,29,0,0,0,0,0,6,2009,204000,2,1
"845",68,9017,1999,1999,0,3,0,871,1431,1431,0,0,1431,1,0,2,0,3,1,6,0,2,666,0,35,0,0,0,0,0,9,2009,192000,2,1
"846",70,8750,1998,1998,120,3,0,322,928,928,844,0,1772,1,0,2,1,3,1,7,1,2,492,150,96,0,0,0,0,0,4,2009,200000,2,1
"847",68,8935,2002,2002,95,7,0,831,831,831,829,0,1660,0,0,2,1,3,1,7,0,2,493,144,68,0,0,0,0,0,7,2009,195000,2,1
"848",67,9808,2002,2002,110,3,0,785,1573,1573,0,0,1573,1,0,2,0,3,1,6,0,2,544,0,72,0,0,0,0,0,3,2009,227000,2,1
"849",79,12420,2001,2001,0,3,0,278,944,944,896,0,1840,1,0,2,1,3,1,6,0,2,622,0,45,0,0,0,0,0,6,2009,230000,2,1
"850",67,16285,2001,2002,0,7,0,1413,1413,1430,0,0,1430,0,0,2,0,3,1,6,0,2,605,0,33,0,0,0,0,0,6,2009,187100,2,1
"851",65,10739,2002,2001,68,3,0,172,1431,1444,0,0,1444,1,0,2,0,3,1,6,0,2,577,144,40,0,0,0,0,0,4,2009,203000,2,1
"852",75,11166,2001,2001,180,3,0,1468,1492,1492,0,0,1492,0,0,2,0,3,1,6,1,2,608,0,114,0,0,168,0,0,7,2009,201000,2,1
"853",60,8430,1978,1978,136,6,0,424,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,0,0,0,0,0,0,0,0,0,8,2009,124000,1,1
"854",0,16269,1978,1978,76,3,0,282,907,907,0,0,907,0,0,1,0,3,1,5,0,1,343,72,0,0,0,0,0,0,7,2009,140000,1,1
"855",76,6950,1979,1979,40,1,72,132,914,914,0,0,914,1,0,1,0,2,1,5,0,2,444,0,0,0,0,0,0,0,10,2009,134900,1,2
"856",61,8800,1977,2008,0,4,144,364,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,2,484,0,0,0,0,288,0,0,9,2009,150500,1,2
"857",0,7000,1978,2005,90,1,0,218,864,864,0,0,864,1,0,1,0,3,1,6,0,1,336,0,0,0,0,0,0,0,7,2009,136500,1,2
"858",0,9286,1977,1989,0,1,0,1072,1268,1268,0,0,1268,0,0,1,1,3,1,5,0,1,252,173,0,0,0,0,0,0,10,2009,143500,1,2
"859",36,15523,1972,1972,0,2,0,404,864,864,0,0,864,1,0,1,0,3,1,5,1,1,338,0,0,0,0,0,0,0,8,2009,133500,1,2
"860",60,7200,1972,1972,0,6,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,2,600,215,0,0,0,0,0,0,9,2009,123000,1,1
"861",60,7200,1972,2003,0,3,0,108,768,768,0,0,768,0,1,1,0,2,1,5,0,1,396,192,0,0,0,0,0,0,4,2009,133900,1,2
"862",70,8445,1972,2007,0,3,0,112,768,768,0,0,768,1,0,1,0,2,1,5,0,2,396,58,0,0,0,0,0,0,3,2009,133000,1,2
"863",90,11664,2002,2002,0,3,0,335,1569,1611,0,0,1611,1,0,2,0,3,1,6,0,3,1231,262,93,0,0,0,0,0,9,2009,250000,2,1
"864",0,12334,2003,2003,198,7,0,1068,1068,1068,1116,0,2184,0,0,2,1,4,1,8,1,2,570,192,132,0,0,0,0,0,6,2009,254750,2,1
"865",0,11838,2001,2001,0,7,0,1753,1753,1788,0,0,1788,0,0,2,0,3,1,7,1,2,522,202,151,0,0,0,0,0,6,2009,236500,2,1
"866",0,11885,2001,2001,108,3,0,309,1299,1299,573,0,1872,1,0,2,1,3,1,7,1,2,531,160,122,0,0,0,0,0,11,2009,261500,2,1
"867",0,11050,2000,2000,204,3,0,536,1440,1476,677,0,2153,1,0,2,1,3,1,8,2,3,736,253,142,0,0,0,0,0,5,2009,313000,2,1
"868",70,8749,2002,2002,0,7,0,840,840,840,885,0,1725,0,0,2,1,3,1,6,0,2,550,0,48,0,0,0,0,0,11,2009,198500,2,1
"869",0,11250,2001,2001,0,7,0,944,944,944,926,0,1870,0,0,2,1,3,1,6,0,2,608,256,43,0,0,0,0,0,5,2009,211000,2,1
"870",90,15750,1999,2000,260,3,0,216,1462,1513,0,0,1513,1,0,2,0,2,1,5,1,2,521,135,34,0,0,0,0,0,6,2009,220000,2,1
"871",73,11883,1996,1996,196,3,0,814,1504,1504,0,0,1504,1,0,2,0,3,1,6,1,2,478,115,66,0,0,0,0,0,6,2009,203000,2,1
"872",0,12782,2002,2003,164,3,0,462,1822,1828,0,0,1828,1,0,2,0,3,1,7,1,2,523,194,144,0,0,0,0,0,6,2009,279500,2,1
"873",70,8750,1997,1998,209,3,0,306,1417,1417,0,0,1417,1,0,2,0,3,1,7,1,2,511,60,0,0,0,117,0,0,8,2009,210000,2,1
"874",0,9375,1997,1998,573,3,0,318,1057,1057,977,0,2034,1,0,2,1,3,1,8,0,2,645,576,36,0,0,0,0,0,2,2009,219500,2,1
"875",70,8750,1996,1996,0,7,0,880,880,909,807,0,1716,0,0,2,1,2,1,7,1,2,512,0,120,0,0,0,0,0,7,2009,191000,2,1
"876",70,9100,2001,2001,0,7,0,1212,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2,573,356,0,0,0,0,0,0,6,2009,178000,2,1
"877",75,9750,2000,2001,171,7,0,1630,1630,1630,0,0,1630,0,0,2,0,3,1,6,1,2,451,74,234,0,0,0,0,0,10,2009,213000,2,1
"878",0,4435,2003,2004,170,3,0,163,848,848,0,0,848,1,0,1,0,1,1,4,0,2,420,140,0,0,0,0,0,0,6,2009,144000,2,1
"879",0,4435,2003,2003,170,3,0,163,848,848,0,0,848,1,0,1,0,1,1,4,0,2,420,140,0,0,0,0,0,0,5,2009,140000,2,1
"880",85,10200,2007,2007,180,3,0,100,1578,1602,0,0,1602,1,0,2,0,3,1,7,1,3,810,0,48,0,0,195,0,0,1,2009,293200,2,1
"881",65,9313,2004,2004,0,7,0,864,864,864,864,0,1728,0,0,2,1,3,1,7,0,2,572,187,56,0,0,0,0,0,4,2009,190000,2,1
"882",63,8487,2004,2004,210,3,0,1480,1500,1500,0,0,1500,0,0,2,0,3,1,6,0,2,570,192,36,0,0,0,0,0,8,2009,190000,2,1
"883",64,8633,2005,2005,0,3,0,545,738,738,738,0,1476,1,0,2,1,3,1,7,0,2,540,100,35,0,0,0,0,0,2,2009,173500,2,1
"884",85,11069,2007,2007,0,7,0,608,608,608,788,0,1396,0,0,2,1,3,1,6,1,2,440,100,36,0,0,0,0,0,7,2009,170000,2,1
"885",67,8777,1949,2003,0,5,0,0,0,1126,0,0,1126,0,0,2,0,2,1,5,0,2,520,0,96,0,0,0,0,0,5,2009,108000,3,1
"886",75,9937,1964,1999,0,2,0,849,1486,1486,0,0,1486,1,0,1,0,3,1,7,0,2,480,0,0,0,0,0,0,0,3,2009,167000,1,2
"887",67,8877,1938,1958,0,1,0,126,816,816,0,0,816,1,0,1,0,2,1,3,1,1,288,0,0,0,0,0,0,0,5,2009,100000,3,2
"888",64,7301,2003,2003,500,5,0,0,0,495,1427,0,1922,0,0,3,0,4,1,7,1,2,672,0,0,177,0,0,0,0,7,2009,198500,2,1
"889",75,7950,1977,1977,140,2,0,155,690,698,728,0,1426,0,0,1,1,3,1,6,0,2,440,252,0,0,0,0,0,0,7,2009,159500,2,2
"890",80,10682,1960,1971,0,3,0,615,1014,1149,0,0,1149,1,0,1,0,3,1,7,0,1,544,0,240,0,0,0,0,0,7,2009,127000,3,2
"891",72,7200,1976,1976,255,1,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1,352,296,0,0,0,0,0,0,10,2009,125000,2,2
"892",86,13286,2007,2008,340,3,0,464,1698,1698,0,0,1698,1,0,2,0,3,1,8,1,3,768,327,64,0,0,0,0,0,2,2009,320000,2,1
"893",35,3675,2005,2006,80,3,0,0,547,1072,0,0,1072,1,0,1,0,2,1,5,0,2,525,0,28,0,0,0,0,0,4,2009,145500,2,1
"894",50,9405,1947,2008,0,7,0,698,698,698,0,0,698,0,1,1,0,2,1,4,0,0,0,0,200,0,0,0,0,0,6,2009,118000,1,2
"895",64,6410,1959,1959,0,4,243,301,876,876,0,0,876,0,0,1,0,3,1,5,0,1,320,0,0,0,0,0,0,0,3,2009,85000,3,1
"896",70,11767,1950,1950,0,6,0,0,1078,1368,0,0,1368,1,0,1,0,3,1,6,0,1,195,0,41,211,0,0,0,900,6,2009,120000,1,1
"897",50,8405,1945,1950,0,5,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1,240,92,0,185,0,0,0,0,4,2009,98000,3,3
"898",56,4060,1922,1950,0,7,0,864,864,864,0,0,864,0,0,1,0,2,1,4,0,0,0,0,96,0,0,0,0,0,7,2009,99900,1,2
"899",74,10206,1952,1952,0,5,0,0,0,944,0,0,944,0,0,1,0,2,1,4,0,2,528,0,0,0,0,0,0,0,7,2009,82000,3,3
"900",65,10926,1959,1959,74,7,0,1678,1678,1678,0,0,1678,0,0,2,0,6,2,10,0,0,0,0,0,0,0,0,0,0,8,2009,119900,1,1
"901",70,11767,1956,1956,259,6,0,604,1150,1560,0,0,1560,0,0,1,0,2,1,7,1,1,313,0,0,0,0,0,0,0,5,2009,103500,1,1
"902",0,8926,1956,1956,0,7,0,672,672,960,0,0,960,0,0,1,0,3,1,5,0,1,288,64,0,0,0,160,0,0,10,2009,112000,3,3
"903",67,12354,1920,2000,0,7,0,684,684,684,512,0,1196,0,0,1,0,3,1,7,0,2,528,0,46,0,0,0,0,800,8,2009,110000,2,2
"904",45,8212,1941,1950,0,6,0,94,720,854,444,0,1298,0,0,1,0,3,1,6,2,1,256,84,0,0,0,0,0,0,9,2009,122000,1,2
"905",60,10998,1941,1960,0,4,420,156,984,984,620,0,1604,0,0,2,0,3,1,6,0,2,660,0,68,0,0,0,0,0,7,2009,117000,1,1
"906",70,6300,1938,1950,88,4,0,0,832,832,436,0,1268,0,0,1,1,3,1,7,2,1,250,0,0,55,0,0,0,0,7,2009,160000,1,3
"907",55,4500,1932,2000,0,6,0,611,793,848,672,0,1520,0,0,1,0,3,1,6,0,1,281,0,0,56,0,0,0,0,7,2009,159434,1,1
"908",60,8400,1920,1950,0,6,0,0,290,438,0,0,438,0,0,1,0,1,1,3,0,1,246,0,0,0,0,0,0,0,1,2009,60000,3,1
"909",60,9900,1940,1950,0,7,0,778,778,944,545,0,1489,0,0,2,0,3,1,7,1,1,240,335,0,0,0,0,0,0,7,2009,139500,2,2
"910",102,15863,1920,1970,0,3,0,301,824,1687,998,397,3082,1,0,2,1,5,1,12,2,2,672,136,63,0,0,0,0,0,8,2009,197000,2,3
"911",43,5707,1935,1950,0,7,0,583,583,647,595,0,1242,0,0,1,1,3,1,6,1,1,180,329,96,0,0,0,0,0,3,2009,105000,2,2
"912",65,7804,1928,1950,0,2,0,500,1122,1328,653,0,1981,1,0,2,0,4,1,7,2,2,576,431,44,0,0,0,0,0,12,2009,135000,3,3
"913",64,8574,1916,2000,0,7,0,816,816,1232,0,0,1232,0,0,1,0,3,1,6,1,2,440,0,0,180,0,0,0,0,10,2009,147500,2,2
"914",51,6171,1925,1990,0,2,0,712,976,1160,448,0,1608,0,0,2,1,3,1,7,1,1,216,147,16,0,0,0,0,0,10,2009,137450,2,2
"915",60,7200,1936,2007,0,1,210,0,560,575,560,0,1135,1,0,1,0,3,1,6,0,2,576,256,0,0,0,0,0,0,4,2009,155000,2,2
"916",57,7558,1928,1950,0,7,0,896,896,1172,741,0,1913,0,0,1,1,3,1,9,1,2,342,0,0,0,0,0,0,0,3,2009,177000,2,2
"917",52,6292,1928,1950,0,7,0,861,861,877,600,0,1477,0,1,2,0,3,1,6,1,1,216,0,50,0,0,0,0,0,8,2009,145000,2,2
"918",53,7155,1918,1990,0,7,0,600,600,628,600,0,1228,0,0,1,0,3,1,6,1,1,215,0,113,0,0,195,0,0,5,2009,137000,2,2
"919",53,10918,1926,2004,0,7,0,1276,1276,1276,804,0,2080,0,0,1,1,3,1,9,2,1,282,0,0,0,0,145,0,0,6,2009,234000,2,2
"920",60,13680,1940,1950,0,1,0,112,840,840,727,0,1567,1,0,1,1,2,1,6,2,2,440,0,21,150,0,0,0,0,2,2009,205000,1,2
"921",0,7500,1942,1950,0,2,0,224,771,753,741,0,1494,0,0,1,0,3,1,7,2,1,213,0,0,0,0,224,0,0,11,2009,177500,2,2
"922",130,9600,1940,1950,0,6,0,300,728,976,332,0,1308,1,0,1,1,2,1,7,2,1,256,0,70,0,0,0,0,0,6,2009,160000,1,2
"923",80,14680,1960,1960,0,6,0,480,1273,1273,0,0,1273,0,0,1,0,2,1,5,0,1,307,483,0,0,0,115,0,0,6,2009,155000,1,3
"924",80,13360,1921,2006,0,1,0,163,876,964,0,0,964,1,0,1,0,2,1,5,0,2,432,0,0,44,0,0,0,0,8,2009,163500,1,2
"925",54,7681,1921,1950,0,7,0,731,731,820,523,0,1343,0,0,1,1,3,1,7,1,1,186,192,0,102,0,0,0,0,7,2009,154900,1,2
"926",0,8145,1940,1950,0,4,0,674,920,1240,1240,0,2480,0,0,2,1,5,2,13,2,2,400,0,0,57,0,0,0,0,7,2009,205000,2,2
"927",70,9100,1954,1954,0,6,694,264,1112,1112,0,0,1112,1,0,1,0,2,1,6,1,1,390,0,0,0,0,0,0,0,10,2009,144800,1,2
"928",75,12000,1941,1950,0,6,0,429,704,860,704,0,1564,0,0,1,1,3,1,7,1,1,234,0,0,0,0,0,0,0,7,2009,174500,2,2
"929",90,13339,1960,1960,132,4,875,621,1561,1561,0,0,1561,1,0,2,0,3,1,6,1,2,463,0,148,0,0,120,0,0,5,2009,193000,2,2
